sample_id,master_seed,m,n_seeds,mobility_corr_length,mobility_spectral_decay,severity,environment,rho_target,s_level,rho_realized_pearson,rho_realized_spearman
13,4242,0.8842073478442185,6,0.16230757160600157,2.8859567567220785,0.368896484375,control_train,0.0,0.8790542199363032,0.011508354367057064,0.020079617020634394
14,4242,1.464091945946623,5,0.13959790232721195,3.952884177826447,0.537109375,control_train,0.0,0.21622282704198795,0.011508354367057064,0.020079617020634394
15,4242,1.251403405932499,5,0.12774179154473259,3.313138965565502,0.336181640625,control_train,0.0,-0.40747854447183973,0.011508354367057064,0.020079617020634394
16,4242,1.7594804747474833,6,0.1791194815330468,3.866853645608333,0.5791015625,control_train,0.0,0.4169454819162406,0.011508354367057064,0.020079617020634394
17,4242,1.1793360546289648,4,0.1382985850679899,3.0334121502382523,0.242431640625,eval_broken,0.0,1.7817467677297545,-0.002362902911009867,0.004906349045595393
18,4242,0.7943075334802867,3,0.12641188012032473,3.713700378584102,0.2119140625,eval_flipped,-0.95,0.7945950751696442,-0.9351355559168563,-0.9435042858849776
19,4242,1.6979951778176177,4,0.12984420511795022,3.618160297961979,0.323486328125,eval_rho05,0.5,0.4853057945597541,0.4466068048907429,0.4321537506339134
20,4242,0.7703078325265158,2,0.14840823884276116,2.6384112900027885,0.09765625,control_train,0.0,1.5905511498113138,0.011508354367057064,0.020079617020634394
21,4242,0.8488493741037151,3,0.11791050234724884,3.3849828532462576,0.235595703125,control_train,0.0,0.7728716366018852,0.011508354367057064,0.020079617020634394
22,4242,1.9603420696088456,4,0.15476625733854982,3.95460681640869,0.58251953125,eval_broken,0.0,0.2652198541762455,-0.002362902911009867,0.004906349045595393
23,4242,1.2635738939396892,5,0.19566556878543134,2.832342181921599,0.39990234375,eval_broken,0.0,-0.9513253798858777,-0.002362902911009867,0.004906349045595393
24,4242,1.6869872618058146,4,0.15515547576535987,3.403874153607579,0.373779296875,control_train,0.0,0.2863545036335778,0.011508354367057064,0.020079617020634394
25,4242,1.263005444819545,2,0.11825745454195508,3.872648180992897,0.16845703125,eval_id,0.95,-0.9821579434627815,0.9274251054933151,0.9360922674716526
26,4242,1.4006385699830344,4,0.11560125350627828,2.715901996727146,0.34375,control_train,0.0,-0.025569491872851124,0.011508354367057064,0.020079617020634394
27,4242,1.4566645904881752,3,0.19756258879455452,3.832414618067167,0.297607421875,eval_id,0.95,0.4766844247747654,0.9274251054933151,0.9360922674716526
28,4242,1.912113186909195,2,0.1385288021455397,3.854656693378502,0.232666015625,control_train,0.0,0.3849272704437981,0.011508354367057064,0.020079617020634394
29,4242,1.6597956538233412,4,0.14325963079118192,2.761017252135475,0.345458984375,train_rho80,0.8,0.8703043191562561,0.7939566494466146,0.7927183403671275
30,4242,1.2918267010879851,4,0.19791568789480163,2.883919992015028,0.34130859375,control_train,0.0,-0.01836694346518601,0.011508354367057064,0.020079617020634394
31,4242,1.3345087002306188,5,0.15503248675218992,3.263840548384703,0.470458984375,eval_rho05,0.5,-1.0396600946759282,0.4466068048907429,0.4321537506339134
32,4242,0.7016764856911983,3,0.08074284585009484,3.8905701601350486,0.177490234375,train_rho95,0.95,-0.3479037802570464,0.933906123780515,0.9467508328691453
33,4242,1.310812644309327,6,0.18104598327419755,3.108636738749318,0.3681640625,eval_broken,0.0,-1.4702074021147302,-0.002362902911009867,0.004906349045595393
34,4242,1.355549306495241,5,0.17852669256446357,3.8414275694687197,0.35888671875,eval_id,0.95,0.9610591304974123,0.9274251054933151,0.9360922674716526
35,4242,1.9808793165822718,3,0.13540908935219048,3.2569151072690086,0.241943359375,eval_broken,0.0,-0.915379099055266,-0.002362902911009867,0.004906349045595393
36,4242,1.641336708289556,4,0.12104266487480132,2.9351605790227095,0.3857421875,eval_id,0.95,0.2911967014902735,0.9274251054933151,0.9360922674716526
37,4242,1.3889263482553413,4,0.10862031997103912,3.7068271699312403,0.346923828125,eval_id,0.95,0.724425301713038,0.9274251054933151,0.9360922674716526
38,4242,1.3640677467466193,3,0.13580450247900688,2.6979183568693133,0.263427734375,train_rho95,0.95,-0.09515648332102447,0.933906123780515,0.9467508328691453
39,4242,0.7685144515721178,5,0.15229808664045075,3.8047566816836174,0.262451171875,control_train,0.0,2.369117473303004,0.011508354367057064,0.020079617020634394
40,4242,1.7858456475709488,3,0.1461068160257648,2.645371790599486,0.370849609375,control_train,0.0,0.3882409586249772,0.011508354367057064,0.020079617020634394
41,4242,0.7130251032589652,6,0.09685247272723871,3.956222509419601,0.437744140625,control_train,0.0,0.3683501132977128,0.011508354367057064,0.020079617020634394
42,4242,1.943793112687052,4,0.08874350834792095,3.3412335234265367,0.455322265625,eval_flipped,-0.95,-0.7125545885521936,-0.9351355559168563,-0.9435042858849776
43,4242,1.5789163920776788,6,0.1581686422011025,3.105276585824068,0.577392578125,train_rho80,0.8,0.948580539169177,0.7939566494466146,0.7927183403671275
44,4242,1.702996920462957,6,0.08211160566979482,2.697326899987208,0.6943359375,control_train,0.0,-0.2989453756966728,0.011508354367057064,0.020079617020634394
45,4242,1.2505104756852934,2,0.10432214087116586,3.7012748652899634,0.1396484375,train_rho80,0.8,-1.929462340305773,0.7939566494466146,0.7927183403671275
46,4242,0.5847897455086609,6,0.10980916905373692,2.8648121060004206,0.294189453125,eval_flipped,-0.95,0.4039858285294999,-0.9351355559168563,-0.9435042858849776
47,4242,1.409559198099116,3,0.12871004271738692,3.886951212209345,0.26318359375,train_rho95,0.95,-0.47375766308335154,0.933906123780515,0.9467508328691453
48,4242,1.3759878804764487,5,0.16520696233862942,3.8624642178496753,0.517822265625,train_rho95,0.95,0.31467206581000196,0.933906123780515,0.9467508328691453
49,4242,1.8950124685520096,3,0.18465018614065173,3.3263989986439544,0.359375,eval_rho05,0.5,-0.23603175211082394,0.4466068048907429,0.4321537506339134
50,4242,1.6431062067265305,4,0.1755469683328932,3.2462531854421064,0.4140625,eval_id,0.95,0.455716997338031,0.9274251054933151,0.9360922674716526
51,4242,1.4585422396674033,4,0.1796409826682594,3.3920094385747745,0.38623046875,control_train,0.0,0.821445295097536,0.011508354367057064,0.020079617020634394
52,4242,1.4587031305217941,2,0.10946642366166488,3.8225175910582463,0.232421875,train_rho95,0.95,-0.7656839949418106,0.933906123780515,0.9467508328691453
53,4242,1.6454417496579734,6,0.09174063653512315,3.7623275024725125,0.48974609375,control_train,0.0,-1.0032719657356544,0.011508354367057064,0.020079617020634394
54,4242,0.8226494332454999,4,0.0804691104722488,3.529222937071851,0.18603515625,train_rho95,0.95,-1.0037380866993106,0.933906123780515,0.9467508328691453
55,4242,1.406198221928015,6,0.1343332730152368,3.64144992115287,0.559814453125,train_rho80,0.8,0.4715738073346545,0.7939566494466146,0.7927183403671275
56,4242,1.3232837975311642,6,0.11737286271606769,2.7527665198724365,0.4541015625,train_rho95,0.95,0.7355276578284036,0.933906123780515,0.9467508328691453
57,4242,1.4115665582336199,6,0.1578936572352886,2.8804122186211543,0.4912109375,train_rho80,0.8,1.2246151977881707,0.7939566494466146,0.7927183403671275
58,4242,1.1683809552875224,2,0.1031316314857338,2.7721970615332143,0.089599609375,train_rho95,0.95,-1.4176874166095281,0.933906123780515,0.9467508328691453
59,4242,1.9395475938499542,3,0.11987892258665814,3.528708613564291,0.417724609375,control_train,0.0,0.7732430931013475,0.011508354367057064,0.020079617020634394
60,4242,0.7877401330093454,2,0.1661343332169033,3.0749740568751545,0.122802734375,train_rho80,0.8,-1.2027714387905117,0.7939566494466146,0.7927183403671275
61,4242,0.5007535102418323,4,0.17332239269433797,3.8682509633107935,0.1904296875,train_rho80,0.8,-0.7540798352666975,0.7939566494466146,0.7927183403671275
62,4242,1.5402927510513729,3,0.12054930247476783,3.994634769028968,0.2861328125,train_rho95,0.95,-0.4991529268606134,0.933906123780515,0.9467508328691453
63,4242,1.936441316526579,6,0.19868785927956334,3.9710619676178602,0.53955078125,control_train,0.0,-1.808604450341536,0.011508354367057064,0.020079617020634394
64,4242,1.2456355100747156,3,0.1547409475513301,3.28924304759101,0.1982421875,eval_rho05,0.5,-1.154666662409456,0.4466068048907429,0.4321537506339134
65,4242,1.061920564717702,6,0.08488071815345669,3.399591864568576,0.49560546875,control_train,0.0,0.20427056455040432,0.011508354367057064,0.020079617020634394
66,4242,0.8787714210637444,6,0.15094628235490648,3.313746815409216,0.365478515625,eval_rho05,0.5,0.151420341147132,0.4466068048907429,0.4321537506339134
67,4242,0.5505087923865762,3,0.1114875564657805,3.6489190462831127,0.12646484375,control_train,0.0,0.004849531683327768,0.011508354367057064,0.020079617020634394
68,4242,1.228355186760047,3,0.18161477100009238,2.6490652152112535,0.174072265625,train_rho80,0.8,-0.5026124263231668,0.7939566494466146,0.7927183403671275
69,4242,1.3722037110803087,3,0.08523983242681045,3.0150414962706407,0.272216796875,train_rho80,0.8,-0.7490840177604347,0.7939566494466146,0.7927183403671275
70,4242,0.5638719024789122,6,0.19618304645488488,3.8027905760573883,0.252197265625,train_rho80,0.8,0.5077704634149833,0.7939566494466146,0.7927183403671275
71,4242,0.7179074905765757,6,0.1515884511391994,3.8009602919128023,0.3486328125,eval_broken,0.0,-2.391634858006035,-0.002362902911009867,0.004906349045595393
72,4242,1.244970749662368,5,0.09599903039570898,3.6348009720415524,0.523193359375,control_train,0.0,0.8017928657218311,0.011508354367057064,0.020079617020634394
73,4242,1.9471989146970354,3,0.09779898354519559,3.4000786153409535,0.322021484375,control_train,0.0,-0.038074045632096404,0.011508354367057064,0.020079617020634394
74,4242,0.8784897166891681,2,0.19550617931601977,3.6961207424384606,0.059326171875,control_train,0.0,-1.152346103537683,0.011508354367057064,0.020079617020634394
75,4242,1.8685898369261333,5,0.1683656235594046,2.9207097535987123,0.532958984375,eval_id,0.95,1.051612389024036,0.9274251054933151,0.9360922674716526
76,4242,1.2131854144689016,3,0.08092161272173175,3.697672144342236,0.276123046875,train_rho95,0.95,-0.3512887171142811,0.933906123780515,0.9467508328691453
77,4242,1.4770922985084063,4,0.10952725171115989,2.5695991847710715,0.458251953125,control_train,0.0,-0.5061834111910158,0.011508354367057064,0.020079617020634394
78,4242,0.6658483095082866,2,0.15065583997419738,3.632987689172467,0.11328125,control_train,0.0,0.03206112561743963,0.011508354367057064,0.020079617020634394
79,4242,1.7930311496318816,3,0.12907052018872428,3.437490921975181,0.348876953125,eval_rho05,0.5,0.37711830860599294,0.4466068048907429,0.4321537506339134
80,4242,0.6498607206988691,5,0.1048844427914648,3.433782636920027,0.25146484375,train_rho80,0.8,-0.12569788338948093,0.7939566494466146,0.7927183403671275
81,4242,1.643752202177998,3,0.14228520644761575,2.994750885802429,0.286376953125,eval_rho05,0.5,-0.4670829427230907,0.4466068048907429,0.4321537506339134
82,4242,0.8812745327251166,2,0.17076976452058962,3.2630418853176297,0.098876953125,eval_rho05,0.5,1.592919385488238,0.4466068048907429,0.4321537506339134
83,4242,0.7275608134786016,3,0.10904664408301347,3.6821705531043447,0.17724609375,control_train,0.0,-0.8342508633972369,0.011508354367057064,0.020079617020634394
84,4242,1.030816292588388,3,0.1424461515925383,2.6797422280082834,0.22998046875,train_rho80,0.8,-0.6513336974974144,0.7939566494466146,0.7927183403671275
85,4242,0.8765981061866925,2,0.10777520165581772,2.9677180060983956,0.09033203125,train_rho95,0.95,-1.691420895348744,0.933906123780515,0.9467508328691453
86,4242,0.7890589885918624,6,0.1335598451000515,3.8792293476637316,0.297119140625,eval_rho05,0.5,-1.1910002365340309,0.4466068048907429,0.4321537506339134
87,4242,1.0364285671796405,4,0.17900648973859545,3.3123302883984462,0.237548828125,eval_flipped,-0.95,0.38682490245699364,-0.9351355559168563,-0.9435042858849776
88,4242,1.792142904264973,3,0.10996933839612183,3.19637744934727,0.318603515625,eval_flipped,-0.95,-0.3332453435344387,-0.9351355559168563,-0.9435042858849776
89,4242,1.905084822865122,3,0.14655550870757142,2.9043629539275724,0.333740234375,control_train,0.0,-0.0625748721555966,0.011508354367057064,0.020079617020634394
90,4242,0.8763105167855103,6,0.13710702773894395,3.989347291379566,0.35595703125,eval_rho05,0.5,-0.83258047612329,0.4466068048907429,0.4321537506339134
91,4242,1.7076367455699621,2,0.09263347763820658,3.918880212160319,0.216552734375,eval_flipped,-0.95,0.15531965950906895,-0.9351355559168563,-0.9435042858849776
92,4242,1.6183508288075166,6,0.11989414504528872,3.295987050286924,0.554443359375,train_rho95,0.95,1.687528588826021,0.933906123780515,0.9467508328691453
93,4242,1.925715934124894,2,0.13187059695004227,2.5357374558951995,0.26416015625,control_train,0.0,0.059582128093665324,0.011508354367057064,0.020079617020634394
94,4242,0.523019059746952,5,0.19380425605805704,3.4862627029253246,0.227294921875,train_rho95,0.95,-0.6630866618671756,0.933906123780515,0.9467508328691453
95,4242,0.6805488358031742,2,0.19654624407962962,3.8618596115733186,0.071044921875,train_rho95,0.95,-2.7481456067677072,0.933906123780515,0.9467508328691453
96,4242,1.1752087850843238,5,0.08842343606963836,3.9836010060591955,0.481689453125,control_train,0.0,-0.9873820840790619,0.011508354367057064,0.020079617020634394
97,4242,1.969153208529203,3,0.09942368123800363,3.945408945979725,0.42578125,eval_id,0.95,0.6564428622109301,0.9274251054933151,0.9360922674716526
98,4242,0.8528615890147236,2,0.1455295118218753,2.690612272608614,0.120849609375,train_rho95,0.95,-1.3324986568430865,0.933906123780515,0.9467508328691453
99,4242,0.627470613608452,4,0.16943063530401486,3.4193101034334017,0.158935546875,eval_id,0.95,-1.3224988593450877,0.9274251054933151,0.9360922674716526
100,4242,1.2921880086721276,3,0.13676914777012728,3.4653715333498583,0.25390625,train_rho95,0.95,-0.2742479601527305,0.933906123780515,0.9467508328691453
101,4242,1.555553035513812,4,0.11826122966012394,2.8737531465311315,0.362060546875,train_rho95,0.95,0.11622818042610703,0.933906123780515,0.9467508328691453
102,4242,0.6728459671814699,3,0.16234257411693814,3.783462758280169,0.1474609375,eval_flipped,-0.95,0.7782212670248589,-0.9351355559168563,-0.9435042858849776
103,4242,1.9389984176516843,6,0.17697463243457842,3.6074789521823947,0.881103515625,eval_id,0.95,3.076412433940891,0.9274251054933151,0.9360922674716526
104,4242,0.8081391636145264,4,0.13330752017670625,3.9181131931341246,0.174072265625,control_train,0.0,1.1727603446332122,0.011508354367057064,0.020079617020634394
105,4242,1.6131401633341087,5,0.15580109942252507,3.949788735658553,0.39453125,train_rho95,0.95,0.8475008383317059,0.933906123780515,0.9467508328691453
106,4242,1.4257604481963726,4,0.12448257605324733,3.500672226107981,0.447265625,eval_broken,0.0,0.35284554965825154,-0.002362902911009867,0.004906349045595393
107,4242,1.4728999478484588,3,0.10115212455107064,3.8243495625657977,0.287841796875,train_rho80,0.8,0.6964383127159678,0.7939566494466146,0.7927183403671275
108,4242,1.5487974787456467,5,0.14716131150960338,3.3444642282091306,0.370849609375,train_rho80,0.8,-0.24698174471616507,0.7939566494466146,0.7927183403671275
109,4242,1.8657623142844146,5,0.13906672875603085,2.513768583550862,0.455810546875,eval_id,0.95,-0.0793813104956913,0.9274251054933151,0.9360922674716526
110,4242,1.855544388745379,5,0.09166130826630425,3.34119553625761,0.563232421875,eval_rho05,0.5,0.4554085031224137,0.4466068048907429,0.4321537506339134
111,4242,0.5027554044918963,3,0.1810162172181108,2.7221667235135336,0.101318359375,train_rho80,0.8,-1.3829845460415924,0.7939566494466146,0.7927183403671275
112,4242,0.5895369289911367,6,0.1770894027246268,2.5406067905585608,0.2333984375,control_train,0.0,-2.778702295153207,0.011508354367057064,0.020079617020634394
113,4242,0.9469256727247328,6,0.17188938499366418,3.282851704441398,0.40576171875,control_train,0.0,0.969555305902704,0.011508354367057064,0.020079617020634394
114,4242,1.9102500253044084,4,0.1641326817346726,3.240769417028506,0.464111328125,train_rho95,0.95,0.6886185693881044,0.933906123780515,0.9467508328691453
115,4242,1.6536173865791597,4,0.160588361305738,3.0098282295595222,0.47509765625,train_rho95,0.95,0.6174363311480014,0.933906123780515,0.9467508328691453
116,4242,0.6616760205428847,2,0.13269172952499614,3.566645990014683,0.120361328125,control_train,0.0,-1.131389528239351,0.011508354367057064,0.020079617020634394
117,4242,1.1927677133054293,5,0.19215793620636984,2.618598352402921,0.39013671875,control_train,0.0,0.73348782650223,0.011508354367057064,0.020079617020634394
118,4242,0.8994434801431712,2,0.13694715982106023,2.7660528243314197,0.10107421875,control_train,0.0,1.5096507742969647,0.011508354367057064,0.020079617020634394
119,4242,1.499915935139195,3,0.16600802722462182,3.677700623799338,0.220458984375,train_rho80,0.8,-0.21988523725741638,0.7939566494466146,0.7927183403671275
120,4242,0.9524555333101974,6,0.1654517038366058,2.9203649263524625,0.291748046875,train_rho80,0.8,-0.3961195305966996,0.7939566494466146,0.7927183403671275
121,4242,0.9885863320081268,2,0.13404377060904238,3.965865572059672,0.123291015625,control_train,0.0,-0.8614714428129419,0.011508354367057064,0.020079617020634394
122,4242,0.8342773688653325,3,0.17262343791791795,2.553257852538096,0.191162109375,train_rho95,0.95,-0.718760370359396,0.933906123780515,0.9467508328691453
123,4242,0.7506366359283371,4,0.11522474058227491,2.9479615214432124,0.203125,eval_broken,0.0,-1.53092363836988,-0.002362902911009867,0.004906349045595393
124,4242,1.8858735025832456,3,0.14372373253266602,3.8313079577581624,0.45263671875,eval_broken,0.0,-0.06913614660940591,-0.002362902911009867,0.004906349045595393
125,4242,0.8024980629263582,4,0.13319684550360059,3.193430180450864,0.206787109375,eval_rho05,0.5,-1.3179428702114033,0.4466068048907429,0.4321537506339134
126,4242,0.5948249499341625,6,0.1361185480964497,3.5849087802591404,0.2138671875,eval_flipped,-0.95,1.0814399327914632,-0.9351355559168563,-0.9435042858849776
127,4242,1.1601179227138152,2,0.17699852211895492,2.578543475307339,0.177490234375,control_train,0.0,0.11107200085314647,0.011508354367057064,0.020079617020634394
128,4242,1.4081767835914778,3,0.09731172695657142,3.3077754461549196,0.17724609375,control_train,0.0,0.31315217510412335,0.011508354367057064,0.020079617020634394
129,4242,1.165461608676354,5,0.10353155806599407,3.9341842874950226,0.365478515625,train_rho80,0.8,1.012396992850764,0.7939566494466146,0.7927183403671275
130,4242,1.9381109986859606,2,0.1733778356778784,2.5005131280923583,0.25439453125,train_rho95,0.95,-0.2178573453782066,0.933906123780515,0.9467508328691453
131,4242,0.6611006337780745,6,0.08802002100464512,3.5965704406088363,0.304931640625,train_rho95,0.95,0.1195505217587309,0.933906123780515,0.9467508328691453
132,4242,1.1027117483362865,6,0.1506251620268393,2.9947634688932294,0.44140625,control_train,0.0,-2.071153755401629,0.011508354367057064,0.020079617020634394
133,4242,1.570017359060364,5,0.12771666889466043,2.506465638603267,0.503662109375,control_train,0.0,-0.5343293147938485,0.011508354367057064,0.020079617020634394
134,4242,0.6912587609109961,6,0.18864394404079984,3.3598948382550673,0.361572265625,eval_broken,0.0,0.9339197880338133,-0.002362902911009867,0.004906349045595393
135,4242,1.4026248823764877,4,0.12467824357344298,3.7585502240204014,0.43359375,control_train,0.0,-0.24318662751738543,0.011508354367057064,0.020079617020634394
136,4242,1.885372412602952,2,0.17138065399927827,3.940733321174415,0.184814453125,control_train,0.0,0.3768208377147144,0.011508354367057064,0.020079617020634394
137,4242,1.7637903072388825,4,0.12750046854340116,3.5644993788833537,0.398193359375,train_rho95,0.95,0.9320591198804177,0.933906123780515,0.9467508328691453
138,4242,1.009824852858015,2,0.1059686403694966,2.9364068139196426,0.122802734375,train_rho95,0.95,-1.1156475747721684,0.933906123780515,0.9467508328691453
139,4242,1.904422275303823,6,0.13466035107562,3.581718223154238,0.760986328125,train_rho80,0.8,2.489944639241987,0.7939566494466146,0.7927183403671275
140,4242,0.7518742472124993,6,0.1999619185201652,3.0439299596378246,0.42041015625,control_train,0.0,0.8859044832689713,0.011508354367057064,0.020079617020634394
141,4242,1.8175009750861477,2,0.08278350036255226,2.550708342560162,0.165771484375,control_train,0.0,-1.347068883978295,0.011508354367057064,0.020079617020634394
142,4242,1.5141787794195178,5,0.1928341434354388,3.412691657731693,0.3984375,eval_rho05,0.5,1.1010170074465941,0.4466068048907429,0.4321537506339134
143,4242,0.8776685963075646,4,0.11714222185567902,3.8666570288381115,0.239013671875,train_rho95,0.95,0.09009104365732268,0.933906123780515,0.9467508328691453
144,4242,0.5609980450010668,4,0.15226995661868137,3.198765371596665,0.253173828125,eval_broken,0.0,0.6942114172213449,-0.002362902911009867,0.004906349045595393
145,4242,1.0134543422495699,5,0.13999226330531875,3.1971274077586003,0.386474609375,eval_id,0.95,0.8883682777086672,0.9274251054933151,0.9360922674716526
146,4242,1.8558281995615862,5,0.14320202914500346,2.808450186130813,0.590576171875,control_train,0.0,0.28417481894893465,0.011508354367057064,0.020079617020634394
147,4242,0.7563447417971165,4,0.14252580356429045,2.9924059016633384,0.236083984375,train_rho95,0.95,-1.1466946460911183,0.933906123780515,0.9467508328691453
148,4242,0.8081340114127352,5,0.19135821640388898,3.5576775247343955,0.280029296875,train_rho95,0.95,0.05161874378608873,0.933906123780515,0.9467508328691453
149,4242,1.6460838402472455,6,0.13119030654124464,2.602043463623474,0.661376953125,eval_flipped,-0.95,-2.1075443694634126,-0.9351355559168563,-0.9435042858849776
150,4242,0.7138767168807525,2,0.09705848351897389,3.7423712878125484,0.130859375,control_train,0.0,-0.3911500501425983,0.011508354367057064,0.020079617020634394
151,4242,1.9808830544468505,3,0.08179230897299918,2.5485323207186488,0.3125,control_train,0.0,-0.9982112923290488,0.011508354367057064,0.020079617020634394
152,4242,1.147206444906888,4,0.12285362650702175,3.236112223648421,0.265625,eval_broken,0.0,0.030281101950546122,-0.002362902911009867,0.004906349045595393
153,4242,1.251755269113248,6,0.09943389415481442,3.509074844966288,0.466064453125,control_train,0.0,1.347994481970408,0.011508354367057064,0.020079617020634394
154,4242,1.898761536826646,3,0.14721281550249105,3.461461839881319,0.38818359375,control_train,0.0,1.2718431471031044,0.011508354367057064,0.020079617020634394
155,4242,1.180557738714713,6,0.1803634970541047,3.39965130252671,0.408447265625,train_rho95,0.95,0.33733430290893485,0.933906123780515,0.9467508328691453
156,4242,0.6080443807565469,4,0.10221940589888516,3.8637724535222384,0.16064453125,eval_broken,0.0,-0.46501501913547943,-0.002362902911009867,0.004906349045595393
157,4242,1.0389520744116245,5,0.17409386590621526,3.277217121668953,0.271240234375,train_rho95,0.95,0.016859388876336423,0.933906123780515,0.9467508328691453
158,4242,1.3407138760751438,4,0.1543844673720319,2.7355445370210023,0.339111328125,eval_broken,0.0,-0.4979804829441234,-0.002362902911009867,0.004906349045595393
159,4242,1.5310315454673447,4,0.11212088779373651,3.9963646577933654,0.31640625,eval_flipped,-0.95,-0.2781793205994025,-0.9351355559168563,-0.9435042858849776
160,4242,1.400085387193023,3,0.09541198327762865,3.2925655588820772,0.4150390625,train_rho95,0.95,0.3084146730063617,0.933906123780515,0.9467508328691453
161,4242,1.193863457992051,4,0.11962076039268948,2.5271716589715907,0.3466796875,eval_rho05,0.5,-0.6650341760868149,0.4466068048907429,0.4321537506339134
162,4242,1.2171639924768969,3,0.1555247092841048,3.1352351256752424,0.241455078125,eval_broken,0.0,-0.22440217932301987,-0.002362902911009867,0.004906349045595393
163,4242,0.5349213932511447,2,0.19041564345284065,3.0715686962776516,0.0986328125,train_rho95,0.95,-1.6972433275185057,0.933906123780515,0.9467508328691453
164,4242,0.7713711336169179,4,0.10833740391017088,3.6901213097000696,0.279296875,train_rho80,0.8,0.26511762013283874,0.7939566494466146,0.7927183403671275
165,4242,1.8694111234605808,2,0.08784728087963109,2.5677148227578517,0.220703125,train_rho95,0.95,-0.6507126508587796,0.933906123780515,0.9467508328691453
166,4242,1.3782607599834407,6,0.10087924444202172,2.9087134468534876,0.5244140625,eval_flipped,-0.95,-1.068523307729155,-0.9351355559168563,-0.9435042858849776
167,4242,1.5511799214559594,2,0.18820160629612953,3.6172407574828442,0.2431640625,control_train,0.0,-0.8342348233722359,0.011508354367057064,0.020079617020634394
168,4242,1.7888616913899287,4,0.17339902608437535,3.1944464963712376,0.439697265625,train_rho80,0.8,0.028198008270193142,0.7939566494466146,0.7927183403671275
169,4242,1.3206314887733335,4,0.11513642140761193,3.513942702790557,0.388916015625,control_train,0.0,-0.2645579540857123,0.011508354367057064,0.020079617020634394
170,4242,1.1651434845722362,2,0.09893308089112603,3.598349294975706,0.128173828125,train_rho95,0.95,-0.8291698130971992,0.933906123780515,0.9467508328691453
171,4242,0.8777476691882808,6,0.12189628438772623,3.702685852951912,0.33349609375,train_rho95,0.95,-0.07265114343517345,0.933906123780515,0.9467508328691453
172,4242,1.6838154793862021,6,0.09516209730384925,3.3408865178935834,0.696044921875,control_train,0.0,-1.58319811136433,0.011508354367057064,0.020079617020634394
173,4242,0.8199599772751265,3,0.12394191850220981,2.678179888856827,0.146484375,eval_id,0.95,-1.2737035570474458,0.9274251054933151,0.9360922674716526
174,4242,0.6855412504560395,6,0.1997822206845286,3.644631781099665,0.290283203125,train_rho95,0.95,-0.2551063033774953,0.933906123780515,0.9467508328691453
175,4242,1.2194288578551076,2,0.10983997114022583,3.3280716967279798,0.14794921875,control_train,0.0,0.5962828165531415,0.011508354367057064,0.020079617020634394
176,4242,0.9099931222717632,6,0.14597642664547938,3.006321414268081,0.417724609375,control_train,0.0,0.4799384145398337,0.011508354367057064,0.020079617020634394
177,4242,1.8870096244955157,6,0.10808666519908183,3.0667352005921766,0.34765625,control_train,0.0,-0.8540915830053732,0.011508354367057064,0.020079617020634394
178,4242,1.6277137532549615,5,0.107287231245871,3.536214653464816,0.38134765625,eval_flipped,-0.95,-0.18243570765586664,-0.9351355559168563,-0.9435042858849776
